,0,1
0,1.9672233496436585e-06,1.753857045473736e-05
1,2.165187270497526e-05,4.487903712047103e-06
2,0.0007976415313993845,-0.000396941677649143
3,2.1548593506429473e-05,1.352391011399945e-07
4,0.0006569813667490853,-0.0001304732462767723
5,0.00011964540894650072,0.0008074473199250389
6,5.8183933493012356e-05,2.9331954121316298e-06
7,0.0001859038232481884,0.00011498964724697305
8,3.5970054858879903e-06,6.379349762809885e-05
9,4.755235551675927e-05,5.815439059801468e-05
10,0.0014612142684388256,-0.00038700910910220536
11,5.110728664273403e-05,3.5758323635390824e-05
12,0.0011784427065759165,0.00012812556102936927
13,0.00024815062594296314,0.0019963432118732445
14,0.0001224789651125292,3.816086869442296e-05
15,0.0005453467557471024,0.00032501489300234155
16,3.934944670044033e-06,7.163837427805577e-05
17,5.485107460651834e-05,7.227969216995822e-05
18,0.001548668063780009,-0.00028071719664411114
19,6.503185661052983e-05,8.422940662834139e-05
20,0.001229065308294987,0.00030394729436935853
21,0.00024395231163782074,0.002402228857949056
22,0.00014064204042676796,5.697290752140625e-05
23,0.000663322625955685,0.00032774108651910177
24,6.56918976635063e-09,1.1959661816036022e-07
25,9.157107613776015e-08,1.206672657261407e-07
26,2.5854224770951717e-06,-4.6864306618382065e-07
27,1.0856737330639367e-07,1.4061670555649666e-07
28,2.0518619504089946e-06,5.074245315014294e-07
29,4.072659626674806e-07,4.010398761183733e-06
30,2.3479472525336885e-07,9.511336814925909e-08
31,1.1073833488408764e-06,5.471470559584334e-07
32,0.0018302793919489106,0.028989293955047974
33,0.023323891210402833,0.024123197135554088
34,0.7432396796235343,-0.23405162057255782
35,0.024720117430074327,0.01428826257107188
36,0.6021588233260363,0.02500360150920866
37,0.1230673560106666,0.9588256343053314
38,0.06055805172340076,0.015822500106434823
39,0.2549878056355008,0.15284001610707204
