,0,1
0,-556.0761036691629,-233.91237671797927
1,-623.5953820202683,-190.9774839143786
2,699.1529040236369,-2.8215333286390765
3,-578.0740504157799,-186.04910022178086
4,-581.5718487559852,63.06186367294808
5,649.5141270153492,23.204418727576424
6,1606.2590883938644,-105.73121727690516
7,-248.97710024626423,153.6866984686185
8,-507.7044611190919,-202.01821478323643
9,-507.7044611190919,-202.01821478323643
10,300.3153675468198,-12.998317375064541
11,-507.7044611190919,-202.01821478323643
12,-507.7044611190919,-202.01821478323643
13,-350.1143457443843,10.876703114399632
14,336.6378485832176,71.78397907944615
15,516.831700058667,90.80750207511583
16,-556.2725039308311,-2.8944202127852092
17,-578.0740504157799,-186.04910022178086
18,183.40273058807304,220.02562738133813
19,-507.7044611190919,-202.01821478323643
20,-559.7018749032507,172.8341049912863
21,554.0809600385223,-21.44769733760519
22,-575.6455651565167,-193.10190757292636
23,-527.4960403676923,-200.58091395509823
24,-220.35614148257412,210.63534542697494
25,-432.00928734042117,186.68059744061634
26,-390.5025638666691,129.25226995961137
27,-175.8457161674453,-66.79287812858563
28,-559.7018749032507,172.8341049912863
29,633.2790921541573,-35.34415436696608
30,-409.0440597985171,227.77632429413367
31,554.0809600385223,-21.44769733760519
32,1606.2590883938644,-105.73121727690516
33,747.087153049175,-23.678451578347264
34,649.5141270153492,23.204418727576424
35,-556.0761036691629,-233.91237671797927
36,-278.00052876937514,224.68486633342013
37,127.45074357414116,170.8102259613855
38,-433.16961592483136,-190.2393441526845
39,554.0809600385223,-21.44769733760519
40,-506.9235408455258,104.79706535584893
41,-537.4091361462147,-10.582475027105724
42,-432.00928734042117,186.68059744061634
43,183.40273058807304,220.02562738133813
44,459.28051117052746,-55.91152326643882
45,-350.1143457443843,10.876703114399632
46,-506.9235408455258,104.79706535584893
47,-541.8425546895404,82.37279066208337
48,-409.0440597985171,227.77632429413367
49,-432.00928734042117,186.68059744061634
50,1606.2590883938644,-105.73121727690516
51,-220.35614148257412,210.63534542697494
52,-559.7018749032507,172.8341049912863
53,633.2790921541573,-35.34415436696608
54,699.1529040236369,-2.8215333286390765
55,-481.4964223696411,-10.240483811079946
56,-507.7044611190919,-202.01821478323643
57,-241.77478344734553,26.629949530970887
58,-312.37983530819633,177.6057504535288
59,1424.0765061649308,-41.399622553263065
60,-390.5025638666691,129.25226995961137
61,1550.573110877823,-14.995934187799
62,-481.4964223696411,-10.240483811079946
63,-409.0440597985171,227.77632429413367
64,-602.7735626199221,-174.02745425619142
65,-507.7044611190919,-202.01821478323643
66,-248.97710024626423,153.6866984686185
67,516.831700058667,90.80750207511583
68,300.3153675468198,-12.998317375064541
69,1550.573110877823,-14.995934187799
70,-575.6455651565167,-193.10190757292636
71,1550.573110877823,-14.995934187799
72,-556.0761036691629,-233.91237671797927
73,1268.0494619399794,-43.6235344430464
74,-527.4960403676923,-200.58091395509823
75,-363.09288120489913,54.21028958546659
76,432.784003017159,-4.334830318348755
77,1550.573110877823,-14.995934187799
78,-593.7095631985203,89.30304794413105
79,-418.63600093981887,35.21284892513725
