,0,1,2
0,8.710835775693065e-05,0.000247024733170683,-3.0507958943523473e-06
1,0.00020342355498481623,-5.647942439140907e-05,-9.222259369303341e-05
2,0.0008505128367028436,-0.0007448772654158331,-0.00018001952505116835
3,7.277148239277949e-05,-0.00013055236389125646,0.0010757500378447494
4,0.000686878143254722,-0.00030947306650698503,-0.00016809494068849642
5,0.00025935797646227035,0.0007337448959313857,0.00020404596853218493
6,0.0006009355817816635,-1.6416471243612383e-06,-0.0002075699826168398
7,0.00034917743685866507,0.0001031465360791973,-0.00035032315918398504
8,0.0002191545986411846,0.0009896113536013726,-2.2571085653360582e-05
9,0.00039713014917271616,0.00022043081730119908,-0.0001981007310184499
10,0.000997460862610349,-0.0006423144118577169,9.223997631303652e-05
11,0.00017917696000032023,-0.00018616379667048562,0.0018165677426797606
12,0.0009174225836572721,-0.00026271921575533923,0.00015168973157355666
13,0.000463781415997406,0.0015245432599420717,0.0003867747772533576
14,0.0007924204122514231,0.00024497170605651585,-0.00011152481787646962
15,0.0006835957931565976,0.00023744551912940355,-0.0004325469413302909
16,0.0002571152302090213,0.0012612390594774385,-3.782349595157052e-05
17,0.0004332583957556533,0.00024797807679606066,-0.0002177837251922764
18,0.0009527849609381574,-0.0005853691836666444,0.0001942606643013295
19,0.00023644095735149233,-0.00015977268002514581,0.001970715848774582
20,0.0008819136763749081,-0.00019311064352971769,0.00023781558447592206
21,0.00046362169423216004,0.001734988700168195,0.0004245477102876479
22,0.0007733713924150042,0.000315563999278086,-6.350593375952785e-05
23,0.0007251339054081153,0.00016282276336131846,-0.00037427479752121033
24,4.2924078499001887e-07,2.105574389778695e-06,-6.314440058692976e-08
25,7.233028309777184e-07,4.1398677261445676e-07,-3.6357884005388427e-07
26,1.5906259781939194e-06,-9.772440461880536e-07,3.2430828764829504e-07
27,3.947261391510725e-07,-2.667323539651854e-07,3.290009764231357e-06
28,1.4723099772536027e-06,-3.223883865270746e-07,3.970210091417749e-07
29,7.739928117398336e-07,2.8964752924343838e-06,7.087607851212828e-07
30,1.2911041609599402e-06,5.268180288448868e-07,-1.0601992280388862e-07
31,1.210574132567805e-06,2.71824312790182e-07,-6.248327170637898e-07
32,0.10495495339275569,0.4446188685449468,-0.009619681692238523
33,0.19932014146812668,0.07675245300382641,-0.09757591928340328
34,0.5686105199042355,-0.40560853323436785,0.0007949551828456493
35,0.08610686000000808,-0.10049610510641097,0.9407917467164318
36,0.5039037052756656,-0.16688574428176392,0.026937996699492865
37,0.23715235084430045,0.7556987888130222,0.19530683075262997
38,0.4367685955606944,0.09750257099809591,-0.0860921707070588
39,0.3429112376816681,0.11552610348592082,-0.24289627097015176
40,-2.98284994369261e-05,-0.003220349667742948,0.0025058971300723374
