,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,15.4,15.0,15.4,15.1,15.0,15.4,15.4,15.4,15.7,15.7,15.0,15.7,15.7,17.0,15.9,15.4,15.0,15.1,15.9,15.7,15.1,15.4,14.8,15.3,16.1,17.1,16.9,14.8,15.1,15.0,16.1,15.4,15.4,15.4,15.4,15.4,16.1,15.9,15.1,15.4,15.0,20.0,17.1,15.9,14.8,17.0,15.0,15.0,16.1,17.1,15.4,16.1,15.1,15.0,15.4,16.7,15.7,20.0,15.4,18.3,16.9,15.6,16.7,16.1,15.1,15.7,15.4,15.4,15.0,15.6,14.8,15.6,15.4,18.4,15.3,19.7,14.8,15.6,14.9,16.8
