,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1,2,5,6,8,15,19,21,23,26,29,32,36,37,39,40,42,50,51,54,58,60,61,68,69
