,0,1
0,318.1412971581511,145.18750517002002
1,367.9850539668951,87.29399933130628
2,-322.8602864607799,30.76181340473061
3,325.7174794771696,94.68498126685553
4,272.18986430403703,-101.00989583644426
5,-314.043945127885,26.418403361956052
6,-556.3419600539765,45.626045964520486
7,16.95095125995744,-50.35931120747121
8,261.4972370095898,131.24091466586586
9,261.4972370095898,131.24091466586586
10,-186.12912360298682,44.35611617979506
11,261.4972370095898,131.24091466586586
12,261.4972370095898,131.24091466586586
13,78.74365090594299,-10.17419589963114
14,-236.43791535251924,-50.111201531252284
15,-297.873063385191,-13.986933666599496
16,265.28552144841836,-44.592153955175355
17,325.7174794771696,94.68498126685553
18,-150.6206177864897,-67.34303036387847
19,261.4972370095898,131.24091466586586
20,244.8965782242569,-160.09638767977808
21,-272.37576854800795,75.75044000456052
22,332.2369214937287,104.64876118952003
23,305.6861766297729,111.95690561964855
24,-10.941886433414004,-95.13857394495732
25,120.3494363845727,-138.16208249120598
26,62.637687469175916,-79.09592297942127
27,78.51717124109871,48.89192970314537
28,244.8965782242569,-160.09638767977808
29,-301.38678732695246,45.867851328122285
30,121.74533859868524,-149.74975770283078
31,-272.37576854800795,75.75044000456052
32,-556.3419600539765,45.626045964520486
33,-327.32310334938353,79.15812308885346
34,-314.043945127885,26.418403361956052
35,318.1412971581511,145.18750517002002
36,27.801232952616978,-111.73607361123469
37,-128.90232438057495,-76.54396818212761
38,194.16006207222858,129.7346237068715
39,-272.37576854800795,75.75044000456052
40,193.72193383139785,-114.17044476615007
41,263.9723618803588,-54.34476906353346
42,120.3494363845727,-138.16208249120598
43,-150.6206177864897,-67.34303036387847
44,-242.7026001456811,46.18896106202386
45,78.74365090594299,-10.17419589963114
46,193.72193383139785,-114.17044476615007
47,230.01524869726725,-111.1121521689617
48,121.74533859868524,-149.74975770283078
49,120.3494363845727,-138.16208249120598
50,-556.3419600539765,45.626045964520486
51,-10.941886433414004,-95.13857394495732
52,244.8965782242569,-160.09638767977808
53,-301.38678732695246,45.867851328122285
54,-322.8602864607799,30.76181340473061
55,216.6427182603024,-30.154444389101627
56,261.4972370095898,131.24091466586586
57,50.12869552919464,-30.769634483579704
58,53.92400457974818,-80.78391259949771
59,-533.8141717818836,-8.805099141787377
60,62.637687469175916,-79.09592297942127
61,-541.6816756810656,8.60264329242737
62,216.6427182603024,-30.154444389101627
63,121.74533859868524,-149.74975770283078
64,343.9692553873369,58.63534929391901
65,261.4972370095898,131.24091466586586
66,16.95095125995744,-50.35931120747121
67,-297.873063385191,-13.986933666599496
68,-186.12912360298682,44.35611617979506
69,-541.6816756810656,8.60264329242737
70,332.2369214937287,104.64876118952003
71,-541.6816756810656,8.60264329242737
72,318.1412971581511,145.18750517002002
73,-483.61284124928187,11.816087829190977
74,305.6861766297729,111.95690561964855
75,155.5597371988032,-59.424875232724524
76,-248.22182124097773,28.189331553024605
77,-541.6816756810656,8.60264329242737
78,279.97328449586297,-120.74132422652288
79,127.57094370504046,-45.24156142897271
