,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
0,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.0,15.0,14.8,14.8,16.6,18.3,18.4,15.6,15.1,15.4,15.9,15.9,15.9,20.0,19.7,19.8,20.0,14.8,15.0,15.0,15.0,17.0,16.8,17.0,16.7,15.7,15.5,15.4,15.4,15.4,15.4,19.7,14.9,15.0,15.0,15.1,16.1,16.1,16.1,16.1,16.4,16.9,17.1,15.9,15.9,15.9,15.4,14.6,14.8,14.8,14.8,15.1,15.0,15.1,15.3,15.1,15.7,15.5,15.6
