,0,1,2,3
0,75.68731744715318,41.53931102682256,675.0952031138896,299.1386996177948
1,129.05702400783292,40.380736700052296,717.0365309961969,296.5731415772183
2,575.7095886254974,659.4428732800098,23.962203040801565,463.1509086201
3,86.70805090906504,13.1773607635275,675.6311597415232,268.06707634455717
4,228.7433141804522,215.66723909161726,631.7569350072304,147.3228583410004
5,567.7632982065107,651.2024006980382,32.456172263938434,453.53795133423114
6,805.2734646023463,890.6612593704797,210.68465303704696,694.3977952986787
7,288.2685464946363,352.00529955773123,371.554577079362,113.9723440451901
8,17.374874495701256,75.09104594195658,616.8950543421231,254.38486561986798
9,17.374874495701256,75.09104594195658,616.8950543421231,254.38486561986798
10,438.7122978804316,522.0582392644117,161.32336651872433,337.3441834184173
11,17.374874495701256,75.09104594195658,616.8950543421231,254.38486561986798
12,17.374874495701256,75.09104594195658,616.8950543421231,254.38486561986798
13,214.89219633539116,278.9203767572336,426.8480760376898,87.54757997140729
14,512.5786593518762,589.7701950625192,134.28658645247728,363.8725479143644
15,560.5598289382868,641.4802216826881,63.484372171596505,429.4688764226184
16,171.90485018609166,164.92627923811796,615.9378629415429,144.8814114150601
17,86.70805090906504,13.1773607635275,675.6311597415232,268.06707634455717
18,440.2919390689064,513.0946780318594,217.33868303938596,276.97622880404873
19,17.374874495701256,75.09104594195658,616.8950543421231,254.38486561986798
20,286.1961338774702,280.1875272948173,620.2322333649017,141.30344695112422
21,519.7207885392614,605.400488784185,88.81079395769527,429.0660341092207
22,89.93225733654197,1.473522010438046,683.181077592017,279.58495002069435
23,62.409368712797914,27.20920989835288,657.7160208968673,265.9394783008362
24,338.23316689419283,397.8630756986284,357.03450130872403,137.25396696318717
25,292.1425324067286,323.39116925283514,495.1445119722189,54.476957429531836
26,274.45393574214967,327.11341848945847,422.62474548643695,63.40592883202916
27,183.4241784211582,260.11906866441365,425.5869704368234,141.03813448749978
28,286.1961338774702,280.1875272948173,620.2322333649017,141.30344695112422
29,552.147497918414,636.5075523199157,48.96388747562641,446.53459162598864
30,302.0929004834572,331.3424546129312,500.4311924615222,65.91390090091978
31,519.7207885392614,605.400488784185,88.81079395769527,429.0660341092207
32,805.2734646023463,890.6612593704797,210.68465303704696,694.3977952986787
33,574.1456834091904,660.1364191521021,55.73160698939031,481.6436391914403
34,567.7632982065107,651.2024006980382,32.456172263938434,453.53795133423114
35,75.68731744715318,41.53931102682256,675.0952031138896,299.1386996177948
36,322.0216298058476,374.37784472880344,399.1237825658186,101.91223174239778
37,425.1975535793597,496.0239742673667,240.90165609367085,254.86681276914499
38,50.87037736296989,140.10642064926606,550.3637190799512,224.3492053563038
