,0,1,2,3
39,519.7207885392614,605.400488784185,88.81079395769527,429.0660341092207
40,245.6603369031608,260.23499002650584,558.3169882529983,74.28419719436137
41,181.44961396523902,174.39361694266543,615.8430273568356,141.25620489817578
42,292.1425324067286,323.39116925283514,495.1445119722189,54.476957429531836
43,440.2919390689064,513.0946780318594,217.33868303938596,276.97622880404873
44,494.1077104899037,578.0802102589209,105.58503702043652,390.86521336841037
45,214.89219633539116,278.9203767572336,426.8480760376898,87.54757997140729
46,245.6603369031608,260.23499002650584,558.3169882529983,74.28419719436137
47,237.67846506650497,240.09411569532145,592.7855368534557,107.63859667861199
48,302.0929004834572,331.3424546129312,500.4311924615222,65.91390090091978
49,292.1425324067286,323.39116925283514,495.1445119722189,54.476957429531836
50,805.2734646023463,890.6612593704797,210.68465303704696,694.3977952986787
51,338.23316689419283,397.8630756986284,357.03450130872403,137.25396696318717
52,286.1961338774702,280.1875272948173,620.2322333649017,141.30344695112422
53,552.147497918414,636.5075523199157,48.96388747562641,446.53459162598864
54,575.7095886254974,659.4428732800098,23.962203040801565,463.1509086201
55,158.78875665018012,178.715409308477,566.0159231114194,105.5349954711434
56,17.374874495701256,75.09104594195658,616.8950543421231,254.38486561986798
57,250.08803157912882,313.59012213061567,400.78665269495644,92.54379083400394
58,281.5543213735269,335.2701995691079,414.62983965528053,72.00271318495054
59,790.313683257674,873.6686344831259,190.6759161319748,663.9384132287405
60,274.45393574214967,327.11341848945847,422.62474548643695,63.40592883202916
61,795.3093407490834,879.3681178854555,196.03328319406535,673.925638462871
62,158.78875665018012,178.715409308477,566.0159231114194,105.5349954711434
63,302.0929004834572,331.3424546129312,500.4311924615222,65.91390090091978
64,119.8585869842324,48.90846964001774,691.1989762258315,260.591297904313
65,17.374874495701256,75.09104594195658,616.8950543421231,254.38486561986798
66,288.2685464946363,352.00529955773123,371.554577079362,113.9723440451901
67,560.5598289382868,641.4802216826881,63.484372171596505,429.4688764226184
68,438.7122978804316,522.0582392644117,161.32336651872433,337.3441834184173
69,795.3093407490834,879.3681178854555,196.03328319406535,673.925638462871
70,89.93225733654197,1.473522010438046,683.181077592017,279.58495002069435
71,795.3093407490834,879.3681178854555,196.03328319406535,673.925638462871
72,75.68731744715318,41.53931102682256,675.0952031138896,299.1386996177948
73,737.4227502155494,821.3075113564311,137.9347437237059,616.9494930914462
74,62.409368712797914,27.20920989835288,657.7160208968673,265.9394783008362
75,205.91537352250702,242.13554095727548,509.41259830567327,38.52873257372683
76,502.7484308538314,585.6922768336706,98.28511744886984,390.5290825230786
77,795.3093407490834,879.3681178854555,196.03328319406535,673.925638462871
78,249.32031711431594,232.81140036891125,643.6168312052263,158.44417537323758
79,207.66330313350434,254.57717797832925,479.5154359236386,38.760564319948294
80,570.1840392747633,658.2674576537848,115.84982387361971,503.81174683052757
81,607.0624541772671,693.8732957102442,74.22804222828066,520.8223585646808
82,560.7051469070852,646.5326417903321,59.29401392834253,467.69018526957234
83,586.074324483782,672.4485272372156,61.721249396373516,496.6026216440551
84,549.1371918115503,632.0891156569658,52.820975222417566,432.74048967045155
85,782.5515020712999,866.9103566554829,183.88475091172802,663.9500517276535
86,772.4762929927823,858.6605795350649,185.21105549361084,670.3476665256368
87,294.74773886819906,336.176728492555,455.92420089975974,55.5783344704741
88,383.805276996435,457.73928763555193,252.17987116029408,233.16410405496455
89,198.3927666542329,272.3590852432967,416.64932034442575,128.87774128369827
90,236.79452958248973,284.32139480356716,461.14377739384906,27.77232971484013
91,260.6240966125176,321.89663638157543,400.48766023505226,87.7346675226577
92,130.99071123709538,191.70089943774713,503.1172889588509,117.39687859096605
93,93.25046198343404,138.32005140848077,557.878853198378,149.8149724356924
94,212.38849645263716,243.64671761500017,520.0130040339968,40.79964868206788
95,286.42153725400055,326.15576234182544,465.38177624979517,45.777239663090164
96,317.5475174034311,331.1858597599044,556.972807943389,107.75863867763678
97,238.97546323005193,258.7734650835431,544.3087686404865,59.515418659592925
98,306.1253025209884,353.41633279507255,427.9785159662155,75.72169323642332
99,430.56360648653697,500.58333484320656,243.11170378105905,256.3606549776419
100,119.80473676793191,33.67755721685539,705.368702014901,284.78092844105623
101,101.8473791816104,17.345859311763604,689.9172008814377,276.76764612769347
102,117.44406540832976,28.72324958323197,712.0594557042836,303.44607276580234
103,17.978128071845124,90.14255705431493,607.9011044891224,259.02602491496447
104,47.74472510134989,134.10561083541864,569.27899202735,253.8262464072638
